ОСНОВНИЙ НАПРЯМОК,ЗУПИНКА,НОРМАЛІЗОВАНА ЗУПИНКА,ТИП ЗУПИНКИ,ЗАГАЛЬНА К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ EUROTRIPS,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ КОНКУРЕНТАМИ,global_add_score,global_trim_score,dir_add_score,dir_trim_score,recommendation,priority,note
Швейцарія,Зальцкаммергут,зальцкаммергут,CITY,11,0,11,"0,7213647045","0,1536352955","0,7664094114","0,1960905886",ADD,HIGH,Додати в маршрут
Швейцарія,Прага,прага,CITY,11,0,11,"0,6411578719","0,1655494452","0,7423473616","0,1996648336",ADD,HIGH,Додати в маршрут
Іспанія,Будапешт,будапешт,CITY,10,0,10,"0,5712832273","0,1862342552","0,7213849682","0,2058702766",ADD,HIGH,Додати в маршрут
Італія,Генуя,генуя,CITY,10,0,10,"0,7016067816","0,1733932184","0,7604820345","0,2020179655",ADD,HIGH,Додати в маршрут
Греція,Діон,діон,CITY,10,0,10,"0,6532451306","0,2217548694","0,7459735392","0,2165264608",ADD,HIGH,Додати в маршрут
Греція,Метеори,метеори,CITY,10,0,10,"0,6635360415","0,2114639585","0,7490608124","0,2134391876",ADD,HIGH,Додати в маршрут
Чорногорія,Котор,котор,CITY,10,0,10,"0,6577368806","0,2172631194","0,7473210642","0,2151789358",ADD,HIGH,Додати в маршрут
Швейцарія,Цюріх,цюріх,CITY,10,0,10,"0,6448420222","0,15","0,7434526067","0,195",ADD,HIGH,Додати в маршрут
Італія,Відень,відень,CITY,9,0,9,"0,5916002364","0,175937077","0,7274800709","0,2027811231",ADD,HIGH,Додати в маршрут
Італія,Любляна,любляна,CITY,9,0,9,"0,6432988906","0,1685432147","0,7429896672","0,2005629644",ADD,HIGH,Додати в маршрут
Нідерланди,Дрезден,дрезден,CITY,9,0,9,"0,6325487889","0,1732204418","0,7397646367","0,2019661325",ADD,HIGH,Додати в маршрут
Німеччина,Прага,прага,CITY,9,0,9,"0,6411578719","0,1655494452","0,7423473616","0,1996648336",ADD,HIGH,Додати в маршрут
Франція,Люксембург,люксембург,COUNTRY,9,0,9,"0,730573456",0,"0,7691720368",0,ADD,HIGH,Додати в маршрут
Чорногорія,Будва,будва,CITY,9,0,9,"0,6596347313","0,2153652687","0,7478904194","0,2146095806",ADD,HIGH,Додати в маршрут
Італія,Болонья,болонья,CITY,8,0,8,"0,6695801402","0,2054198598","0,7508740421","0,2116259579",ADD,HIGH,Додати в маршрут
Італія,Тренто,тренто,CITY,8,0,8,"0,6992756771","0,1757243229","0,7597827031","0,2027172969",ADD,HIGH,Додати в маршрут
Греція,Олімп,олімп,CITY,8,0,8,"0,6489256671","0,2260743329","0,7446777001","0,2178222999",ADD,HIGH,Додати в маршрут
Нідерланди,Париж,париж,CITY,8,0,8,"0,6774769481","0,1627404432","0,7532430844","0,198822133",ADD,HIGH,Додати в маршрут
Німеччина,Дрезден,дрезден,CITY,8,0,8,"0,6325487889","0,1732204418","0,7397646367","0,2019661325",ADD,HIGH,Додати в маршрут
Швейцарія,Відень,відень,CITY,8,0,8,"0,5916002364","0,175937077","0,7274800709","0,2027811231",ADD,HIGH,Додати в маршрут
Іспанія,Егер,егер,CITY,7,0,7,"0,6563490578","0,1862185098","0,7469047173","0,2058655529",ADD,HIGH,Додати в маршрут
Іспанія,Мілан,мілан,CITY,7,0,7,"0,5922410541","0,1736680369","0,7276723162","0,2021004111",ADD,HIGH,Додати в маршрут
Італія,Бергамо,бергамо,CITY,7,0,7,"0,719112614","0,155887386","0,7657337842","0,1967662158",ADD,HIGH,Додати в маршрут
Італія,Егерсалок,егерсалок,CITY,7,0,7,"0,6983955896","0,1766044104","0,7595186769","0,2029813231",ADD,HIGH,Додати в маршрут
Італія,Капрі,капрі,CITY,7,0,7,"0,7036877332","0,1713122668","0,76110632","0,20139368",ADD,HIGH,Додати в маршрут
Італія,Перуджа,перуджа,CITY,7,0,7,"0,6979030656","0,1770969344","0,7593709197","0,2031290803",ADD,HIGH,Додати в маршрут
Італія,Портофіно,портофіно,CITY,7,0,7,"0,5796104472","0,1753895528","0,7238831341","0,2026168659",ADD,HIGH,Додати в маршрут
Греція,Афіни,афіни,CITY,7,0,7,"0,6611721551","0,2138278449","0,7483516465","0,2141483535",ADD,HIGH,Додати в маршрут
Греція,Вергіна,вергіна,CITY,7,0,7,"0,6507273516","0,2242726484","0,7452182055","0,2172817945",ADD,HIGH,Додати в маршрут
Греція,Лутра Арідея,лутра арідея,CITY,7,0,7,"0,6570869742","0,2179130258","0,7471260923","0,2153739077",ADD,HIGH,Додати в маршрут
Нідерланди,Роттердам,роттердам,CITY,7,0,7,"0,6929584417","0,1820415583","0,7578875325","0,2046124675",ADD,HIGH,Додати в маршрут
Німеччина,Вроцлав,вроцлав,CITY,7,0,7,"0,6732765614","0,1642234386","0,7519829684","0,1992670316",ADD,HIGH,Додати в маршрут
Німеччина,Львів,львів,CITY,7,0,7,"0,5042565542","0,1799484667","0,7012769663","0,20398454",ADD,HIGH,Додати в маршрут
Франція,Бамберг,бамберг,CITY,7,0,7,"0,7208915053","0,1541084947","0,7662674516","0,1962325484",ADD,HIGH,Додати в маршрут
Франція,Варшава,варшава,CITY,7,0,7,"0,7141328693","0,1608671307","0,7642398608","0,1982601392",ADD,HIGH,Додати в маршрут
Франція,Венеція,венеція,CITY,7,0,7,"0,5434782331","0,1889475095","0,7130434699","0,2066842528",ADD,HIGH,Додати в маршрут
Франція,Відень,відень,CITY,7,0,7,"0,5916002364","0,175937077","0,7274800709","0,2027811231",ADD,HIGH,Додати в маршрут
Франція,Онфлер,онфлер,CITY,7,0,7,"0,7002140253","0,1747859747","0,7600642076","0,2024357924",ADD,HIGH,Додати в маршрут
Хорватія,Будапешт,будапешт,CITY,7,0,7,"0,5712832273","0,1862342552","0,7213849682","0,2058702766",ADD,HIGH,Додати в маршрут
Чорногорія,Львів,львів,CITY,7,0,7,"0,5042565542","0,1799484667","0,7012769663","0,20398454",ADD,HIGH,Додати в маршрут
Чорногорія,Тірана,тірана,CITY,7,0,7,"0,6439744584","0,2310255416","0,7431923375","0,2193076625",ADD,HIGH,Додати в маршрут
Швейцарія,Брно,брно,CITY,7,0,7,"0,7158671213","0,1591328787","0,7647601364","0,1977398636",ADD,HIGH,Додати в маршрут
Швейцарія,Рейнський Водоспад,рейнський водоспад,OTHER,7,0,7,"0,7721091769","0,002890823119","0,9316327531","0,0008672469356",ADD,HIGH,Додати в маршрут
Іспанія,Фігерас,фігерас,CITY,6,0,6,"0,6860929607","0,1889070393","0,7558278882","0,2066721118",ADD,HIGH,Додати в маршрут
Італія,Падуя,падуя,CITY,6,0,6,"0,6945412871","0,1804587129","0,7583623861","0,2041376139",ADD,HIGH,Додати в маршрут
Італія,Ріміні,ріміні,CITY,6,0,6,"0,6704287024","0,2045712976","0,7511286107","0,2113713893",ADD,HIGH,Додати в маршрут
Австрія,Мюнхен,мюнхен,CITY,6,0,6,"0,7063148635","0,1686851365","0,761894459","0,200605541",ADD,HIGH,Додати в маршрут
Албанія,Скоп Є,скоп є,CITY,6,0,6,"0,6964190646","0,1785809354","0,7589257194","0,2035742806",ADD,HIGH,Додати в маршрут
Греція,Одеса,одеса,CITY,6,0,6,"0,6905396262","0,1844603738","0,7571618878","0,2053381122",ADD,HIGH,Додати в маршрут
Норвегія,Варшава,варшава,CITY,6,0,6,"0,7141328693","0,1608671307","0,7642398608","0,1982601392",ADD,HIGH,Додати в маршрут
Норвегія,Гданськ,гданськ,CITY,6,0,6,"0,5542810363","0,1873856303","0,7162843109","0,2062156891",ADD,HIGH,Додати в маршрут
Норвегія,Копенгаген,копенгаген,CITY,6,0,6,"0,5690221544","0,1859778456","0,7207066463","0,2057933537",ADD,HIGH,Додати в маршрут
Норвегія,Флом,флом,CITY,6,0,6,"0,526638422","0,1769330066","0,7079915266","0,203079902",ADD,HIGH,Додати в маршрут
Нідерланди,Варшава,варшава,CITY,6,0,6,"0,7141328693","0,1608671307","0,7642398608","0,1982601392",ADD,HIGH,Додати в маршрут
Німеччина,Потсдам,потсдам,CITY,6,0,6,"0,6873265728","0,1876734272","0,7561979718","0,2063020282",ADD,HIGH,Додати в маршрут
Румунія,Бран,бран,CITY,6,0,6,"0,7133743901","0,1616256099","0,764012317","0,198487683",ADD,HIGH,Додати в маршрут
Румунія,Сіная,сіная,CITY,6,0,6,"0,7133743901","0,1616256099","0,764012317","0,198487683",ADD,HIGH,Додати в маршрут
Франція,Амстердам,амстердам,CITY,6,0,6,"0,6468509075","0,1696125071","0,7440552723","0,2008837521",ADD,HIGH,Додати в маршрут
Франція,Егер,егер,CITY,6,0,6,"0,6563490578","0,1862185098","0,7469047173","0,2058655529",ADD,HIGH,Додати в маршрут
Франція,Мюнхен,мюнхен,CITY,6,0,6,"0,7063148635","0,1686851365","0,761894459","0,200605541",ADD,HIGH,Додати в маршрут
Франція,Ніцца,ніцца,CITY,6,0,6,"0,5873331363","0,1929300216","0,7261999409","0,2078790065",ADD,HIGH,Додати в маршрут
Чехія,Карлові Вари,карлові вари,CITY,6,0,6,"0,7137277542","0,1612722458","0,7641183262","0,1983816738",ADD,HIGH,Додати в маршрут
Чорногорія,Дубровник,дубровник,CITY,6,0,6,"0,6536233771","0,2213766229","0,7460870131","0,2164129869",ADD,HIGH,Додати в маршрут
Чорногорія,Круя,круя,CITY,6,0,6,"0,6483150798","0,2266849202","0,744494524","0,218005476",ADD,HIGH,Додати в маршрут
Чорногорія,Мукачево,мукачево,CITY,6,0,6,"0,5268480045","0,1981519955","0,7080544014","0,2094455986",ADD,HIGH,Додати в маршрут
Швейцарія,Женева,женева,CITY,6,0,6,"0,7365064402","0,15","0,7709519321","0,195",ADD,HIGH,Додати в маршрут
Швейцарія,Мюнхен,мюнхен,CITY,6,0,6,"0,7063148635","0,1686851365","0,761894459","0,200605541",ADD,HIGH,Додати в маршрут
Іспанія,Відень,відень,CITY,5,0,5,"0,5916002364","0,175937077","0,7274800709","0,2027811231",ADD,HIGH,Додати в маршрут
Іспанія,Жирона,жирона,CITY,5,0,5,"0,6870648744","0,1879351256","0,7561194623","0,2063805377",ADD,HIGH,Додати в маршрут
Іспанія,Любляна,любляна,CITY,5,0,5,"0,6432988906","0,1685432147","0,7429896672","0,2005629644",ADD,HIGH,Додати в маршрут
Італія,Гальштат,гальштат,CITY,5,0,5,"0,5115390882","0,1788455272","0,7034617264","0,2036536582",ADD,HIGH,Додати в маршрут
Італія,Зальцбург,зальцбург,CITY,5,0,5,"0,6542090454","0,1559260897","0,7462627136","0,1967778269",ADD,HIGH,Додати в маршрут
Італія,Сорренто,сорренто,CITY,5,0,5,"0,6969042799","0,1780957201","0,759071284","0,203428716",ADD,HIGH,Додати в маршрут
Італія,Сієна,сієна,CITY,5,0,5,"0,7163941174","0,1586058826","0,7649182352","0,1975817648",ADD,HIGH,Додати в маршрут
Італія,Тіволі,тіволі,CITY,5,0,5,"0,7078346668","0,1671653332","0,7623504001","0,2001495999",ADD,HIGH,Додати в маршрут
Албанія,Охрид,охрид,CITY,5,0,5,"0,6799589273","0,1950410727","0,7539876782","0,2085123218",ADD,HIGH,Додати в маршрут
Норвегія,Гетеборг,гетеборг,CITY,5,0,5,"0,717588414","0,157411586","0,7652765242","0,1972234758",ADD,HIGH,Додати в маршрут
Норвегія,Осло,осло,CITY,5,0,5,"0,5369924516","0,1880075484","0,7110977355","0,2064022645",ADD,HIGH,Додати в маршрут
Нідерланди,Брно,брно,CITY,5,0,5,"0,7158671213","0,1591328787","0,7647601364","0,1977398636",ADD,HIGH,Додати в маршрут
Нідерланди,Брюгге,брюгге,CITY,5,0,5,"0,5991622674","0,1558377326","0,7297486802","0,1967513198",ADD,HIGH,Додати в маршрут
Румунія,Одеса,одеса,CITY,5,0,5,"0,6905396262","0,1844603738","0,7571618878","0,2053381122",ADD,HIGH,Додати в маршрут
Угорщина,Сентендре,сентендре,CITY,5,0,5,"0,5682681369","0,1867318631","0,7204804411","0,2060195589",ADD,HIGH,Додати в маршрут
Франція,Брюссель,брюссель,CITY,5,0,5,"0,6695736095","0,1574263905","0,7508720829","0,1972279171",ADD,HIGH,Додати в маршрут
Франція,Зальцбург,зальцбург,CITY,5,0,5,"0,6542090454","0,1559260897","0,7462627136","0,1967778269",ADD,HIGH,Додати в маршрут
Франція,Люцерн,люцерн,CITY,5,0,5,"0,6924600443","0,1501075232","0,7577380133","0,195032257",ADD,HIGH,Додати в маршрут
Франція,Монако,монако,COUNTRY,5,0,5,"0,6164725976","0,03995597381","0,7349417793","0,01198679214",ADD,HIGH,Додати в маршрут
Франція,Франкфурт На Майні,франкфурт на майні,CITY,5,0,5,"0,7346594069","0,15","0,7703978221","0,195",ADD,HIGH,Додати в маршрут
Хорватія,Егер,егер,CITY,5,0,5,"0,6563490578","0,1862185098","0,7469047173","0,2058655529",ADD,HIGH,Додати в маршрут
Чехія,Чеський Крумлов,чеський крумлов,CITY,5,0,5,"0,709870485","0,165129515","0,7629611455","0,1995388545",ADD,HIGH,Додати в маршрут
Чорногорія,Острог,острог,CITY,5,0,5,"0,6732611631","0,2017388369","0,7519783489","0,2105216511",ADD,HIGH,Додати в маршрут
Чорногорія,Скадарське Озеро,скадарське озеро,OTHER,5,0,5,"0,8232611631","0,05173883692","0,9469783489","0,01552165107",ADD,HIGH,Додати в маршрут
Швейцарія,Вадуц,вадуц,CITY,5,0,5,"0,7236856148","0,1513143852","0,7671056844","0,1953943156",ADD,HIGH,Додати в маршрут
Швейцарія,Монблан,монблан,OTHER,5,0,5,"0,8936001208",0,"0,9680800363",0,ADD,HIGH,Додати в маршрут
Швейцарія,Страсбург,страсбург,CITY,5,0,5,"0,7276769803","0,15","0,7683030941","0,195",ADD,HIGH,Додати в маршрут
Іспанія,Андорра,андорра,COUNTRY,4,0,4,"0,6822953864","0,04270461363","0,7546886159","0,01281138409",ADD,HIGH,Додати в маршрут
